L,R,F,M,C
44,4,70,112890,0.764457525
52,9,35,62808,1.37325484
27,29,34,65969,1.307116221
62,27,88,110192,0.782405619
53,10,101,104916,0.821220119
85,15,44,123585,0.697107982
81,1,57,124821,0.6901963609999999
43,11,43,70258,1.2256450509999999
40,4,57,101773,0.846069291
77,11,82,121881,0.705870234
54,23,69,94964,0.9038699929999999
49,44,63,102801,0.833366699
23,230,12,84488,1.013213001
41,17,69,99590,0.8593490309999999
80,4,88,92775,0.922312153
24,3,59,133334,0.6414616679999999
95,10,40,133403,0.640861525
63,86,13,113580,0.752468392
106,11,68,119701,0.7120725809999999
40,3,69,119959,0.7104411509999999
22,4,38,63749,1.335886053
96,18,97,95578,0.8904420470000001
108,34,13,96745,0.8791565459999999
39,3,84,124877,0.680674344
72,79,33,60566,1.400179804
78,25,61,129994,0.652295875
81,17,87,114443,0.740124516
65,13,17,105518,0.80243475
98,3,62,104351,0.810345085
76,2,79,102926,0.8209831340000001
72,85,58,94188,0.896582367
75,48,26,126699,0.666378424
31,2,82,120396,0.7009850000000001
89,7,94,110837,0.761320588
22,15,43,88958,0.9478419029999999
107,9,49,82626,1.019422095
79,11,32,87009,0.967861715
35,4,82,119037,0.706153885
43,22,62,101808,0.824876139
22,18,67,95683,0.877645872
56,30,81,103927,0.807743897
104,7,86,105952,0.7913474970000001
83,102,6,73392,1.141666667
41,69,9,91224,0.9177777779999999
54,4,63,102466,0.81701218
112,66,38,124410,0.672776465
44,2,40,63801,1.311356405
101,9,73,120191,0.695825062
85,15,71,107032,0.78021629
53,1,74,86299,0.967311788
23,103,45,83894,0.995006913
70,1,127,131400,0.635267428
77,4,86,130146,0.641211101
55,29,58,114424,0.728744669
34,3,69,101139,0.82410712
93,43,38,78846,1.056982345
66,19,78,115093,0.723989122
99,68,16,96627,0.862176721
83,163,37,58302,1.428155295
80,5,76,116724,0.7130119770000001
62,2,44,67601,1.230681203
108,3,99,87395,0.9514648440000001
26,14,51,61100,1.3578358430000002
66,5,66,114482,0.722954875
92,5,77,94084,0.879383317
81,2,106,104750,0.78942673
22,1,94,130742,0.632198528
34,27,89,109773,0.7526219559999999
22,37,11,101908,0.8100533809999999
74,17,19,114608,0.7193145329999999
35,7,57,87522,0.941829369
35,18,65,110131,0.747842479
21,76,25,58213,1.413954787
101,26,51,57992,1.418412885
24,19,54,77707,1.057823619
66,46,13,118818,0.691331701
24,7,72,65267,1.25802427
66,2,93,118300,0.693748774
46,27,31,60318,1.35912265
87,4,78,99566,0.8228736720000001
70,4,96,123933,0.661020551
67,20,58,99952,0.81945874
21,8,85,115207,0.710912445
94,5,65,92722,0.883145532
109,4,85,124859,0.65577155
39,88,14,79047,1.035521272
30,2,60,118246,0.6915089729999999
88,8,39,60512,1.3509103980000001
35,61,36,75213,1.086663476
107,46,17,109583,0.745799622
53,21,104,93309,0.875784758
95,15,50,125199,0.6526988229999999
72,12,41,108363,0.7536585370000001
19,195,20,77590,1.052316793
78,7,68,86064,0.9486224209999999
83,2,99,105598,0.77280422
40,12,98,120774,0.6753600940000001
111,8,89,106510,0.764573373
66,71,35,105725,0.7683779620000001
86,6,78,105745,0.767752423
48,4,75,119758,0.677779021
95,15,56,57828,1.402678633
26,2,29,81848,0.99101884
27,45,55,100558,0.8062292409999999
88,18,26,70104,1.156431302
82,5,66,94599,0.856638865
96,5,67,112610,0.7188581829999999
44,17,65,99061,0.81700528
44,9,76,82442,0.9812910890000001
82,4,38,58995,1.370945673
36,17,51,113913,0.7100000879999999
94,3,71,109398,0.738039452
19,9,67,64594,1.248345512
112,25,61,108008,0.746502852
68,3,44,56219,1.4340239069999998
54,1,120,101087,0.797076083
41,1,101,94342,0.853658074
44,8,34,58541,1.375456688
90,9,70,116485,0.689642615
58,28,34,90814,0.883529412
22,35,31,100130,0.8012903229999999
25,62,44,102276,0.7843010090000001
45,27,43,60630,1.322550717
50,34,62,104969,0.762393469
71,26,35,57698,1.386811155
75,4,51,92818,0.8615744790000001
24,3,59,118571,0.6739168940000001
30,6,54,64470,1.2387031179999999
26,23,55,84601,0.9425804659999999
27,69,34,84892,0.938940654
61,2,58,107038,0.7446574109999999
88,3,83,95665,0.8329750690000001
98,3,39,64329,1.238633431
107,18,65,102141,0.7799595659999999
66,10,44,83527,0.953680726
88,1,64,124573,0.639421062
25,67,50,64381,1.2370464890000001
34,83,27,55673,1.42926697
109,9,40,77198,1.030612192
104,2,72,107745,0.7381336490000001
81,41,47,57158,1.391171839
99,1,70,112030,0.709738017
38,113,51,107440,0.739495067
94,1,52,98327,0.8075949640000001
21,2,57,99434,0.798412817
102,2,56,87321,0.908338086
51,13,32,60308,1.3146624
98,1,65,94255,0.8411298070000001
52,30,16,127164,0.623378315
46,8,81,110402,0.7176489559999999
72,101,44,104867,0.7555097409999999
38,11,96,107452,0.7372859509999999
14,75,37,77098,1.025352668
36,10,63,108377,0.729203429
52,21,81,116556,0.677642764
51,13,82,127934,0.617297044
84,2,38,62200,1.269493087
97,38,25,63767,1.238245644
59,70,50,58964,1.338983448
60,6,66,95599,0.825197125
67,2,75,96092,0.820139033
35,12,70,119084,0.661306893
72,3,93,67658,1.1630145729999999
80,2,97,98027,0.8019518090000001
41,20,72,100623,0.780282142
48,5,65,105089,0.746562628
102,60,45,57094,1.3739172240000002
70,10,27,53927,1.4536389930000002
60,2,81,99333,0.789152044
37,8,74,123708,0.633542051
102,2,81,96407,0.8128448140000001
21,63,43,87048,0.9000129809999999
42,62,13,74307,1.054007025
50,2,68,87657,0.8934457029999999
33,3,51,105499,0.742125613
56,36,65,94928,0.8242233059999999
81,12,61,95828,0.816480465
102,3,34,54155,1.4419512509999999
102,1,106,73656,1.059797165
51,10,68,117406,0.664639116
36,5,69,59262,1.315850461
23,9,31,54938,1.418710546
48,4,85,123956,0.6286328210000001
112,9,85,115698,0.6731533820000001
21,21,44,122665,0.6342576120000001
108,2,82,84793,0.917503332
22,20,78,92800,0.837629526
46,288,35,98033,0.7928544470000001
40,23,64,113219,0.6863847059999999
47,3,49,106738,0.727940377
26,143,9,110088,0.705555556
95,105,44,128750,0.603258718
77,3,86,119842,0.647968909
94,7,45,101385,0.765687133
94,30,78,113329,0.6849814259999999
34,14,59,108263,0.71581593
79,1,98,99128,0.7815750340000001
27,12,87,104670,0.739837298
92,39,25,118355,0.654261755
38,23,48,88016,0.879216392
29,13,53,59280,1.304834683
112,10,31,82721,0.934580215
87,12,61,102513,0.7541312809999999
46,2,54,87327,0.885256908
78,2,68,83233,0.928783415
48,5,80,110571,0.6987418040000001
81,2,70,91869,0.8396392690000001
43,2,61,71334,1.0811090079999999
100,9,59,96238,0.8011154640000001
25,3,71,108053,0.713502263
17,67,9,75093,1.026311241
47,33,43,63261,1.218127915
85,12,65,81718,0.942705034
97,1,118,113715,0.677334828
43,27,31,57054,1.348767483
37,34,13,123460,0.623107079
91,11,105,100538,0.7646203429999999
92,108,54,97929,0.7849829979999999
55,4,39,53274,1.441390547
66,2,67,83561,0.9188581990000001
95,24,43,93927,0.81727746
74,3,78,91540,0.8383759009999999
106,1,77,119849,0.640188153
51,2,33,60387,1.270434862
84,25,67,107438,0.71315326
65,1,34,52371,1.462471215
50,82,40,104027,0.7356240209999999
49,34,47,57546,1.329559135
92,14,49,98276,0.778446009
102,3,39,106909,0.71552526
49,8,47,102319,0.747021277
65,4,72,97247,0.785089206
71,113,30,55190,1.382804856
41,123,21,54220,1.4073332719999998
71,1,62,88473,0.862353147
40,3,31,95165,0.801548679
36,5,85,115578,0.6599335510000001
46,376,18,70739,1.077664372
96,22,41,56029,1.3586755069999998
48,71,12,112511,0.6764841659999999
77,10,88,99522,0.7644740859999999
52,4,43,103564,0.734484473
38,2,53,84028,0.904737825
31,20,56,65103,1.167142221
104,32,80,114222,0.664970058
74,24,42,53030,1.431651895
27,1,79,103403,0.7339671
24,96,30,85368,0.888219942
109,12,30,55918,1.3558616190000001
85,23,38,100035,0.757393112
66,25,49,100244,0.755588065
22,1,122,91128,0.83108397
107,7,60,99311,0.762068552
82,2,86,96033,0.7873670509999999
62,39,6,73392,1.03
24,235,6,73392,1.03
108,24,59,105575,0.7158654040000001
71,3,68,85336,0.885546077
96,1,62,87492,0.863288072
44,72,38,57596,1.30967272
53,6,104,99462,0.757270716
36,21,45,113659,0.662631116
91,1,59,104352,0.721700494
49,11,57,95289,0.7899742890000001
84,36,58,103107,0.729874305
98,11,78,109710,0.685185398
12,11,38,55596,1.351954277
45,8,31,55642,1.3507072
22,24,91,114600,0.655811606
20,1,82,118887,0.631932339
64,109,34,66320,1.132759349
111,3,54,98038,0.766080091
80,38,51,80432,0.933638602
96,4,62,91853,0.817490664
60,11,101,86102,0.871194513
26,3,98,90418,0.82935577
28,2,67,99772,0.751497414
77,1,58,82250,0.911499088
102,10,45,72849,1.028986397
68,1,45,77987,0.960536115
51,15,55,83780,0.8932666509999999
83,31,38,113467,0.659311165
44,5,53,85130,0.878743334
39,56,39,57001,1.311457343
100,9,51,92227,0.810541273
17,9,11,81937,0.912206573
96,60,31,52216,1.4311883330000001
21,7,51,93929,0.795260889
83,7,67,95559,0.78088584
96,75,65,95518,0.780413325
31,14,22,54730,1.361512333
